date,open,high,low,close,diff,volume,ema12,ema26,macd_line,signal_line,macd_hist
2024-07-12,125010,127455,123440,124350,0,1207365,124350.0,124350.0,0.0,0.0,-1.0
2024-07-19,125125,126375,121400,122385,-1965,1155004,124051.1407,124205.2486,-154.1079,-30.3661,-124.74
2024-07-26,121570,122475,116335,116945,-5440,1410445,122970.3588,123670.4237,-700.0648,-162.3264,-538.74
2024-08-02,117795,119635,113420,113420,-3525,1507666,121517.8328,122915.328,-1397.4952,-405.7095,-992.79
2024-08-09,109845,113265,104060,111920,-1500,2882158,120058.0863,122105.3591,-2047.2727,-729.1702,-1319.1
2024-08-16,112760,119100,112400,118400,6480,743368,119805.9059,121832.4045,-2026.4986,-984.8014,-1042.7
2024-08-23,118400,118440,115450,116880,-1520,1008644,119360.9012,121467.5865,-2106.6852,-1205.8623,-901.82
2024-08-30,116375,116730,113925,115580,-1300,868690,118785.8592,121033.8784,-2248.0192,-1411.2134,-837.81
2024-09-06,116200,116850,111220,111245,-4335,1108212,117638.9605,120312.7824,-2673.8219,-1660.0033,-1014.82
2024-09-13,109560,115700,109485,115070,3825,840624,117248.244,119926.5738,-2678.3297,-1860.6587,-818.67
2024-09-20,115160,117490,115160,117345,2275,378692,117262.9598,119736.4026,-2473.4428,-1981.4043,-493.04
2024-09-27,117715,119850,117615,117815,470,811199,117346.9203,119594.8628,-2247.9425,-2033.9242,-215.02
2024-10-04,117255,118055,115765,117775,-40,389268,117412.0275,119460.8029,-2048.7755,-2036.8505,-12.93
2024-10-11,120005,122015,118670,121700,3925,899362,118064.1906,119625.753,-1561.5624,-1943.1977,380.64
2024-10-18,121955,124215,121780,123580,1880,1167013,118903.097,119917.0419,-1013.9449,-1760.0937,745.15
2024-10-25,124045,125615,123830,125380,1800,1384772,119888.1773,120319.4698,-431.2925,-1498.261,1065.97
2024-11-01,126535,127045,121960,122560,-2820,1503863,120294.5381,120484.518,-189.9799,-1240.4716,1049.49
2024-11-08,122595,130400,122035,130240,7680,1298879,121807.1559,121203.1539,604.002,-877.0285,1480.03
2024-11-15,131440,132105,129010,129010,-1230,1183866,122902.6455,121778.2438,1124.4017,-482.658,1606.06
2024-11-22,127125,129405,126730,129290,280,1269078,123874.1063,122331.596,1542.5102,-83.6101,1625.12
2024-11-29,129920,130300,128600,129380,90,863721,124711.5046,122850.8155,1860.6891,299.503,1560.19
2024-12-06,129830,136200,129830,135375,5995,1006474,126333.329,123773.4074,2559.9216,744.9057,1814.02
2024-12-13,137270,138710,136035,138470,3095,1186074,128179.2105,124856.0293,3323.1812,1252.9403,2069.24
2024-12-20,138515,141470,135155,135730,-2740,1637927,129327.6195,125657.0584,3670.5611,1729.3188,1940.24
2024-12-27,137615,143900,137470,141825,6095,1322826,131228.3618,126848.067,4380.2948,2251.6786,2127.62
2024-12-30,141680,141680,140025,140880,-945,321532,132696.2916,127881.7269,4814.5647,2756.6808,2056.88
2025-01-03,138200,139445,136860,137510,-3370,815660,133428.4145,128590.992,4837.4226,3166.6791,1669.74
2025-01-10,139700,140785,136430,137545,35,1337413,134054.5112,129250.5874,4803.9238,3489.2889,1313.63
2025-01-17,136600,137920,134900,137205,-340,1340869,134533.673,129836.5478,4697.1252,3727.2862,968.84
2025-01-24,139035,139915,136455,139210,2005,1498070,135244.9014,130527.0415,4717.8599,3922.4731,794.39
2025-01-31,138615,140235,138505,139825,615,357805,135941.4944,131211.974,4729.5204,4081.4972,647.02
2025-02-07,137100,140420,136330,139990,165,1540118,136557.2367,131858.6058,4698.6309,4203.0999,494.53
2025-02-14,139805,141755,139330,141530,1540,1117532,137313.5505,132571.0473,4742.5032,4309.3863,432.12
2025-02-21,141865,142615,140545,140785,-745,1827837,137841.5276,133176.1267,4665.4009,4379.5369,284.86
2025-02-28,138765,138775,132950,134035,-6750,3821576,137262.588,133239.3955,4023.1926,4309.3213,-287.13
2025-03-07,133085,133560,129390,129540,-4495,2298261,136088.0499,132966.8801,3121.1698,4075.2028,-955.03
2025-03-14,128950,130420,124075,125450,-4090,2718087,134470.0956,132413.1505,2056.9451,3677.5165,-1621.57
2025-03-21,126660,129270,125865,128090,2640,1899879,133499.7388,132094.6864,1405.0525,3229.7404,-1825.69
2025-03-28,129665,132840,128925,129365,1275,2347671,132870.8812,131893.6045,977.2767,2785.9052,-1809.63
2025-04-04,125080,127595,117260,118130,-11235,3130720,130628.9221,130879.711,-250.7889,2187.5418,-2439.33
2025-04-11,108135,124780,106945,120310,2180,3925605,129059.5043,130101.0951,-1041.5908,1551.2595,-2593.85
2025-04-18,120445,120860,115195,116340,-3970,1328523,127124.9789,129087.3864,-1962.4075,858.9113,-2822.32
2025-04-25,115150,123840,112910,123580,7240,1527358,126585.8186,128681.6857,-2095.8671,276.689,-2373.56
2025-05-02,123985,126810,122520,123760,180,1015593,126156.0363,128319.1306,-2163.0943,-204.0565,-1960.04
2025-05-09,122580,126150,122255,124895,1135,964569,125964.2437,128066.8926,-2102.6489,-578.1634,-1525.49
2025-05-16,126170,133860,125930,131440,6545,1716933,126797.0584,128315.372,-1518.3136,-763.4147,-755.9
2025-05-23,131735,132890,128340,128525,-2915,1122752,127059.8632,128330.8142,-1270.951,-863.4218,-408.53
2025-05-30,128515,133720,127705,130595,2070,1251783,127597.5266,128497.6051,-900.0785,-870.6448,-30.43
2025-06-05,130580,132400,129070,130875,280,564554,128096.0016,128672.7354,-576.7338,-812.7313,235.0
2025-06-13,131190,133550,129850,130935,60,1469721,128527.7884,128839.3848,-311.5963,-713.9855,401.39
2025-06-20,131480,133025,130985,131725,790,1119459,129014.0564,129051.9531,-37.8967,-580.766,541.87
2025-06-27,131640,135655,131240,135625,3900,1809008,130019.5231,129536.1555,483.3676,-371.0845,853.45
2025-07-04,136430,138670,135355,137845,2220,1115832,131209.7097,130148.225,1061.4846,-88.8049,1149.29
2025-07-11,137935,139490,137735,139240,1395,1394363,132431.0466,130817.9691,1613.0776,246.5414,1365.54
2025-07-18,138855,143285,138565,143100,3860,1638478,134053.7011,131722.7227,2330.9784,657.2679,1672.71
2025-07-25,142810,142925,140875,142395,-705,1661461,135322.3397,132508.8942,2813.4456,1082.1305,1730.32
2025-08-01,143335,146520,142680,143780,1385,2287782,136608.6759,133339.1782,3269.4977,1513.1388,1755.36
2025-08-08,140555,144515,140000,144430,650,2064836,137798.2309,134156.1816,3642.0493,1932.6286,1708.42
2025-08-14,145440,146630,144800,145975,1545,1270660,139041.846,135026.8128,4015.0331,2342.9546,1671.08
2025-08-22,146530,146560,142720,142755,-3220,1376688,139606.5842,135596.1084,4010.4758,2671.5302,1337.95
2025-08-29,144455,146020,143585,146020,3265,1509814,140582.0087,136363.9825,4218.0261,2976.2585,1240.77
2025-09-05,144790,146630,143800,146540,520,1502310,141488.1671,137113.5971,4374.57,3251.7878,1121.78
2025-09-12,146540,148115,146065,147890,1350,1830644,142461.8299,137907.4389,4554.3909,3508.4584,1044.93
2025-09-19,148760,151600,148400,151220,3330,1929303,143793.8709,138888.1064,4905.7645,3783.7897,1120.97
2025-09-26,152680,153340,151925,153145,1925,2081779,145216.0959,139938.338,5277.7579,4078.1676,1198.59
2025-10-02,153455,154890,152720,154475,1330,1640957,146624.2942,141009.1786,5615.1156,4381.0145,1233.1
2025-10-10,157000,159960,157000,158610,4135,509375,148447.2153,142305.7401,6141.4752,4727.9033,1412.57
2025-10-17,155745,157660,154205,154390,-4220,2856340,149351.0609,143195.925,6155.1359,5009.1314,1145.0
2025-10-24,156870,160950,156515,160865,6475,2241974,151102.2303,144497.5143,6604.716,5323.5323,1280.18
2025-10-31,163040,167055,162270,164475,3610,2531880,153136.1116,145969.1523,7166.9594,5686.7692,1479.19
2025-11-07,164415,165140,161450,162875,-1600,2546265,154617.3114,147214.5186,7402.7928,6024.9019,1376.89
2025-11-14,162835,167320,160390,161330,-1545,2636615,155638.2526,148254.3331,7383.9196,6292.6886,1090.23
2025-11-21,162000,163705,156485,157430,-3900,2468881,155910.7617,148930.257,6980.5048,6428.2189,551.29
2025-11-28,159145,165000,158650,165000,7570,1975980,157293.1554,150114.0318,7179.1236,6576.1804,601.94
2025-12-05,165410,167800,164005,167300,2300,1746275,158815.1089,151380.0331,7435.0758,6745.4209,688.65
2025-12-12,167845,167930,165600,167815,515,2213927,160183.9137,152590.7121,7593.2016,6912.4713,679.73
2025-12-19,166115,166500,161655,164115,-3700,2451134,160781.7975,153439.6467,7342.1508,6997.1372,344.01
2025-12-26,166565,168045,162915,164005,-110,1816888,161272.0184,154217.9416,7054.0768,7008.3568,44.72
2025-12-30,164005,164295,156305,163025,-980,747412,161538.6316,154866.712,6671.9196,6942.0638,-271.14
2026-01-02,163025,163025,161730,162855,-170,611943,161738.8397,155455.1679,6283.6718,6812.3314,-529.66
2026-01-09,162335,165130,162100,165015,2160,2879964,162237.115,156159.3912,6077.7238,6667.5811,-590.86
2026-01-16,166635,168955,165300,167690,2675,2911143,163066.4512,157008.7915,6057.6596,6547.3995,-490.74
2026-01-23,167690,167695,163195,166325,-1365,3333895,163562.0479,157695.0684,5866.9796,6413.3266,-547.35
2026-01-30,163365,166200,162780,163585,-2740,3672982,163565.5387,158128.9492,5436.5896,6220.8661,-785.28
2026-02-06,163435,166255,157535,159425,-4160,5902856,162935.799,158224.4225,4711.3765,5923.4298,-1213.05
2026-02-13,163350,163645,157485,157705,-1720,3010007,162140.2402,158186.1594,3954.0809,5535.3807,-1582.3
2026-02-20,160110,160370,159295,159490,1785,1283045,161737.1619,158282.2065,3454.9553,5125.4447,-1671.49
2026-02-27,159245,160030,158050,159050,-440,4684849,161328.468,158338.7659,2989.7021,4704.6087,-1715.91
